slug,name,price,categories,brand,description,sku,image_url,product_url,local_image_path
908g-viswas-restaurant-porotta,908G VISWAS RESTAURANT POROTTA,$ 7.45,"Frozen Food , Prepared meals",Viswas,,,https://kingsspiceminimart.com.au/wp-content/uploads/2025/11/Untitled-design-29-2.png,https://kingsspiceminimart.com.au/product/908g-viswas-restaurant-porotta/,kingsspice_export/images/908g-viswas-restaurant-porotta.png
aaryas-avalose-podi-500g,AARYAS AVALOSE PODI 500G,$ 5.90,"Grocery , meal accompaniments",Aaryas,,,https://kingsspiceminimart.com.au/wp-content/uploads/2026/01/Untitled-design-40.png,https://kingsspiceminimart.com.au/product/aaryas-avalose-podi-500g/,kingsspice_export/images/aaryas-avalose-podi-500g.png
aaryas-avalose-unda-400g,AARYAS AVALOSE UNDA 400G,$ 5.90,"Grocery , Snacks",Aaryas,,,https://kingsspiceminimart.com.au/wp-content/uploads/2026/01/QRFr1HBz5GUwTV6pI@uM1Sn-1.png,https://kingsspiceminimart.com.au/product/aaryas-avalose-unda-400g/,kingsspice_export/images/aaryas-avalose-unda-400g.png
aaryas-avial-mix-400g-2,AARYAS AVIAL MIX 400G,$ 4.90,"Frozen Food , Processed/Preserved Vegetable & Fru",Aaryas,,,https://kingsspiceminimart.com.au/wp-content/uploads/2026/01/QRFr1HBz5GUwTV6pI@uM1Sn-2.png,https://kingsspiceminimart.com.au/product/aaryas-avial-mix-400g-2/,kingsspice_export/images/aaryas-avial-mix-400g-2.png
aaryas-avial-mix-400g,AARYAS AVIAL MIX 400G,$ 4.90,"Frozen Food , Processed/Preserved Vegetable & Fru",Aaryas,,,https://kingsspiceminimart.com.au/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-23-at-21.08.47-2.jpeg,https://kingsspiceminimart.com.au/product/aaryas-avial-mix-400g/,kingsspice_export/images/aaryas-avial-mix-400g.jpeg
aaryas-baby-murukku-spicy-400g,AARYAS BABY MURUKKU SPICY 400G,$ 5.50,"Grocery , Snacks",Aaryas,,,https://kingsspiceminimart.com.au/wp-content/uploads/2026/01/QRFr1HBz5GUwTV6pI@uM1Sn-4.png,https://kingsspiceminimart.com.au/product/aaryas-baby-murukku-spicy-400g/,kingsspice_export/images/aaryas-baby-murukku-spicy-400g.png
aaryas-banana-boiled-454g,AARYAS BANANA BOILED 454G,$ 5.90,"Frozen Food , Processed/Preserved Vegetable & Fru",Aaryas,,,http://kingsspiceminimart.com.au/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-23-at-21.08.47-9.jpeg,https://kingsspiceminimart.com.au/product/aaryas-banana-boiled-454g/,kingsspice_export/images/aaryas-banana-boiled-454g.jpeg
aaryas-banana-chips-200g,AARYAS BANANA CHIPS 200G,$ 5.50,"Frozen Food , Processed/Preserved Vegetable & Fru",Aaryas,,,https://kingsspiceminimart.com.au/wp-content/uploads/2026/01/AaryasBananaChips200g.webp,https://kingsspiceminimart.com.au/product/aaryas-banana-chips-200g/,kingsspice_export/images/aaryas-banana-chips-200g.webp
aaryas-banana-chips-400g,AARYAS BANANA CHIPS 400G,$ 7.90,"Grocery , Snacks",,,,https://kingsspiceminimart.com.au/wp-content/uploads/2026/01/Aaryas_Banana_Chips_New-1.webp,https://kingsspiceminimart.com.au/product/aaryas-banana-chips-400g/,kingsspice_export/images/aaryas-banana-chips-400g.webp
aaryas-banana-chips-800g,AARYAS BANANA CHIPS 800G,$ 14.00,"Grocery , Snacks",,,,http://kingsspiceminimart.com.au/wp-content/uploads/2026/01/Aaryas_Banana_Chips_New-2.webp,https://kingsspiceminimart.com.au/product/aaryas-banana-chips-800g/,kingsspice_export/images/aaryas-banana-chips-800g.webp
aaryas-banana-fry-454g,AARYAS BANANA FRY 454G,$ 4.50,"Frozen Food , Frozen RTC Snacks",Aaryas,,,https://kingsspiceminimart.com.au/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-23-at-21.08.47-10.jpeg,https://kingsspiceminimart.com.au/product/aaryas-banana-fry-454g/,kingsspice_export/images/aaryas-banana-fry-454g.jpeg
aaryas-banana-roast-454g,AARYAS BANANA ROAST 454G,$ 6.90,"Frozen Food , Frozen RTC Snacks",,,,https://kingsspiceminimart.com.au/wp-content/uploads/2026/01/Untitled-design.png,https://kingsspiceminimart.com.au/product/aaryas-banana-roast-454g/,kingsspice_export/images/aaryas-banana-roast-454g.png
aaryas-beetroot-murukku-400g,AARYAS BEETROOT MURUKKU 400G,$ 5.90,"Grocery , Snacks",,,,http://kingsspiceminimart.com.au/wp-content/uploads/2026/01/Untitled-design-1.png,https://kingsspiceminimart.com.au/product/aaryas-beetroot-murukku-400g/,kingsspice_export/images/aaryas-beetroot-murukku-400g.png
aaryas-bittergourd-chips-200g,AARYAS BITTERGOURD CHIPS 200G,$ 4.90,"Frozen Food , Frozen RTC Snacks",,,,https://kingsspiceminimart.com.au/wp-content/uploads/2026/01/Untitled-design-2.png,https://kingsspiceminimart.com.au/product/aaryas-bittergourd-chips-200g/,kingsspice_export/images/aaryas-bittergourd-chips-200g.png
aaryas-butter-murukku-400g,AARYAS BUTTER MURUKKU 400G,$ 5.50,"Grocery , Snacks",,,,http://kingsspiceminimart.com.au/wp-content/uploads/2026/01/Untitled-design-3.png,https://kingsspiceminimart.com.au/product/aaryas-butter-murukku-400g/,kingsspice_export/images/aaryas-butter-murukku-400g.png
aaryas-chukku-kappi-200g,AARYAS CHUKKU KAPPI 200G,$ 6.50,"Beverages , coffee",,,,https://kingsspiceminimart.com.au/wp-content/uploads/2026/01/GingerCoffee.webp,https://kingsspiceminimart.com.au/product/aaryas-chukku-kappi-200g/,kingsspice_export/images/aaryas-chukku-kappi-200g.webp
aaryas-cornflakes-mixture-400g,AARYAS CORNFLAKES MIXTURE 400G,$ 6.50,"Frozen Food , Frozen RTC Snacks",,,,https://kingsspiceminimart.com.au/wp-content/uploads/2026/01/Untitled-design-4.png,https://kingsspiceminimart.com.au/product/aaryas-cornflakes-mixture-400g/,kingsspice_export/images/aaryas-cornflakes-mixture-400g.png
aaryas-cut-mango-pickle-400g,AARYAS CUT MANGO PICKLE 400G,$ 4.20,"Grocery , meal accompaniments",Aaryas,,,https://kingsspiceminimart.com.au/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-04-at-12.24.45-1.jpeg,https://kingsspiceminimart.com.au/product/aaryas-cut-mango-pickle-400g/,kingsspice_export/images/aaryas-cut-mango-pickle-400g.jpeg
aaryas-dilkush-500g,AARYAS DILKUSH 500G,$ 6.90,"Frozen Food , Frozen RTC Snacks",,,,http://kingsspiceminimart.com.au/wp-content/uploads/2026/01/Dilkush.webp,https://kingsspiceminimart.com.au/product/aaryas-dilkush-500g/,kingsspice_export/images/aaryas-dilkush-500g.webp
aaryas-elayada-jackfruit-454g,AARYAS ELAYADA JACKFRUIT 454G,$ 6.50,"Frozen Food , Frozen RTC Snacks",Aaryas,,,http://kingsspiceminimart.com.au/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-23-at-21.08.45.jpeg,https://kingsspiceminimart.com.au/product/aaryas-elayada-jackfruit-454g/,kingsspice_export/images/aaryas-elayada-jackfruit-454g.jpeg
aaryas-garlic-pickle-400g,AARYAS GARLIC PICKLE 400G,$ 4.20,"Grocery , meal accompaniments",Aaryas,,,https://kingsspiceminimart.com.au/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-04-at-12.24.44-2.jpeg,https://kingsspiceminimart.com.au/product/aaryas-garlic-pickle-400g/,kingsspice_export/images/aaryas-garlic-pickle-400g.jpeg
aaryas-gooseberry-400g,AARYAS GOOSEBERRY 400G,$ 4.50,"Frozen Food , Processed/Preserved Vegetable & Fru",Aaryas,,,http://kingsspiceminimart.com.au/wp-content/uploads/2025/12/WhatsApp-Image-2025-11-27-at-15.15.43.jpeg,https://kingsspiceminimart.com.au/product/aaryas-gooseberry-400g/,kingsspice_export/images/aaryas-gooseberry-400g.jpeg
aaryas-grated-coconut-400g,Aaryas Grated coconut 400g,$ 5.99,"Frozen Food , Processed/Preserved Vegetable & Fru",Aaryas,,,https://kingsspiceminimart.com.au/wp-content/uploads/2025/11/Untitled-design-16-1.png,https://kingsspiceminimart.com.au/product/aaryas-grated-coconut-400g/,kingsspice_export/images/aaryas-grated-coconut-400g.png
aaryas-jackfruit-chips-200g,AARYAS JACKFRUIT CHIPS 200G,$ 5.20,"Frozen Food , Frozen RTC Snacks",,,,http://kingsspiceminimart.com.au/wp-content/uploads/2026/01/Untitled-design-5.png,https://kingsspiceminimart.com.au/product/aaryas-jackfruit-chips-200g/,kingsspice_export/images/aaryas-jackfruit-chips-200g.png
aaryas-jackfruit-kumbilappam-350g,AARYAS JACKFRUIT KUMBILAPPAM 350G,$ 5.90,"Frozen Food , Frozen RTC Snacks",Aaryas,,,https://kingsspiceminimart.com.au/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-23-at-21.08.44.jpeg,https://kingsspiceminimart.com.au/product/aaryas-jackfruit-kumbilappam-350g/,kingsspice_export/images/aaryas-jackfruit-kumbilappam-350g.jpeg
aaryas-jaffna-hot-mixture-400g,AARYAS JAFFNA HOT MIXTURE 400G,$ 5.50,"Frozen Food , Frozen RTC Snacks",,,,https://kingsspiceminimart.com.au/wp-content/uploads/2026/01/2df94ef8-2a01-4637-882c-5f0ce4291b95.jpg,https://kingsspiceminimart.com.au/product/aaryas-jaffna-hot-mixture-400g/,kingsspice_export/images/aaryas-jaffna-hot-mixture-400g.jpg
aaryas-jaya-rice-5kg,AARYAS JAYA RICE 5KG,$ 29.00,"Matta Rice , rice",,,,https://kingsspiceminimart.com.au/wp-content/uploads/2026/01/f46c198c-425d-4637-99ce-bf46f4cc45d3.jpg,https://kingsspiceminimart.com.au/product/aaryas-jaya-rice-5kg/,kingsspice_export/images/aaryas-jaya-rice-5kg.jpg
aaryas-jeerakasala-rice-5kg,AARYAS JEERAKASALA RICE 5KG,$ 29.00,"Grocery , rice",Aaryas,,,https://kingsspiceminimart.com.au/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-04-at-12.24.43-1.jpeg,https://kingsspiceminimart.com.au/product/aaryas-jeerakasala-rice-5kg/,kingsspice_export/images/aaryas-jeerakasala-rice-5kg.jpeg
aaryas-kadu-mango-pickle-400g-2,AARYAS KADU MANGO PICKLE 400G,$ 5.50,"Frozen Food , Grocery , Processed/Preserved Vegetable & Fru , seasonings / coconut cream",,,,https://kingsspiceminimart.com.au/wp-content/uploads/2026/01/9be30635-e08f-4a7e-bcb9-efd6ff16e104.jpg,https://kingsspiceminimart.com.au/product/aaryas-kadu-mango-pickle-400g-2/,kingsspice_export/images/aaryas-kadu-mango-pickle-400g-2.jpg
aaryas-kadu-mango-pickle-400g,AARYAS KADU MANGO PICKLE 400G,$ 5.50,"Grocery , meal accompaniments",Aaryas,,,https://kingsspiceminimart.com.au/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-04-at-12.24.44-3.jpeg,https://kingsspiceminimart.com.au/product/aaryas-kadu-mango-pickle-400g/,kingsspice_export/images/aaryas-kadu-mango-pickle-400g.jpeg
aaryas-kerala-mixture-400g,AARYAS KERALA MIXTURE 400G,$ 5.70,"Frozen Food , Frozen RTC Snacks",,,,http://kingsspiceminimart.com.au/wp-content/uploads/2026/01/ad339b81-0a47-4fbc-98ee-aad92bbc6ca7.jpg,https://kingsspiceminimart.com.au/product/aaryas-kerala-mixture-400g/,kingsspice_export/images/aaryas-kerala-mixture-400g.jpg
aaryas-kerala-murukku-400g,AARYAS KERALA MURUKKU 400G,$ 5.90,"Frozen Food , Frozen RTC Snacks",,,,https://kingsspiceminimart.com.au/wp-content/uploads/2026/01/ce1f9ac4-dc47-41cd-af2c-3c34e57b03d3.jpg,https://kingsspiceminimart.com.au/product/aaryas-kerala-murukku-400g/,kingsspice_export/images/aaryas-kerala-murukku-400g.jpg
aaryas-kuzhalappam-200g,AARYAS KUZHALAPPAM 200G,$ 5.50,"Frozen Food , Frozen RTC Snacks",,,,https://kingsspiceminimart.com.au/wp-content/uploads/2026/01/Untitled-design-6.png,https://kingsspiceminimart.com.au/product/aaryas-kuzhalappam-200g/,kingsspice_export/images/aaryas-kuzhalappam-200g.png
aaryas-malabar-masala-murukku-400g,AARYAS MALABAR MASALA MURUKKU 400G,$ 5.50,"Frozen Food , Frozen RTC Snacks",,,,https://kingsspiceminimart.com.au/wp-content/uploads/2026/01/Untitled-design-7.png,https://kingsspiceminimart.com.au/product/aaryas-malabar-masala-murukku-400g/,kingsspice_export/images/aaryas-malabar-masala-murukku-400g.png
aaryas-marayoor-jaggery-ball-1kg,AARYAS MARAYOOR JAGGERY BALL 1KG,$ 6.70,"Grocery , Snacks",,,,https://kingsspiceminimart.com.au/wp-content/uploads/2026/01/6654b626-9b86-4223-9fa2-04b796798cc9.jpg,https://kingsspiceminimart.com.au/product/aaryas-marayoor-jaggery-ball-1kg/,kingsspice_export/images/aaryas-marayoor-jaggery-ball-1kg.jpg
aaryas-mild-mixture-400g,AARYAS MILD MIXTURE 400G,$ 4.20,"Frozen Food , Frozen RTC Snacks",,,,https://kingsspiceminimart.com.au/wp-content/uploads/2026/01/Untitled-design-8.png,https://kingsspiceminimart.com.au/product/aaryas-mild-mixture-400g/,kingsspice_export/images/aaryas-mild-mixture-400g.png
aaryas-mini-achappam-200g,AARYAS MINI ACHAPPAM 200G,$ 6.50,"Frozen Food , Frozen RTC Snacks",,,,https://kingsspiceminimart.com.au/wp-content/uploads/2026/01/ff0589ad-9ba7-45b6-a2d6-5792a9a11034_mini_achappam.jpg,https://kingsspiceminimart.com.au/product/aaryas-mini-achappam-200g/,kingsspice_export/images/aaryas-mini-achappam-200g.jpg
aaryas-neyappam-350g,AARYAS NEYAPPAM 350G,$ 4.90,"Frozen Food , Frozen RTC Snacks",Aaryas,,,https://kingsspiceminimart.com.au/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-23-at-21.07.39-5.jpeg,https://kingsspiceminimart.com.au/product/aaryas-neyappam-350g/,kingsspice_export/images/aaryas-neyappam-350g.jpeg
aaryas-paal-payasam-mix-200g,AARYAS PAAL PAYASAM MIX 200G,$ 2.90,"Frozen Food , Frozen RTC Snacks",,,,https://kingsspiceminimart.com.au/wp-content/uploads/2026/01/Untitled-design-9.png,https://kingsspiceminimart.com.au/product/aaryas-paal-payasam-mix-200g/,kingsspice_export/images/aaryas-paal-payasam-mix-200g.png
aaryas-palada-payasam-mix-200g,AARYAS PALADA PAYASAM MIX 200G,$ 3.90,"Frozen Food , Frozen RTC Snacks",,,,https://kingsspiceminimart.com.au/wp-content/uploads/2026/01/download-1.jpg,https://kingsspiceminimart.com.au/product/aaryas-palada-payasam-mix-200g/,kingsspice_export/images/aaryas-palada-payasam-mix-200g.jpg
aaryas-palak-murukku-400g,AARYAS PALAK MURUKKU 400G,$ 6.90,"Frozen Food , Frozen RTC Snacks",,,,https://kingsspiceminimart.com.au/wp-content/uploads/2026/01/Untitled-design-10.png,https://kingsspiceminimart.com.au/product/aaryas-palak-murukku-400g/,kingsspice_export/images/aaryas-palak-murukku-400g.png
aaryas-palakkadan-matta-10kg,AARYAS PALAKKADAN MATTA 10KG,$ 23.00,"Grocery , Matta Rice , rice",Aaryas,,,http://kingsspiceminimart.com.au/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-04-at-12.24.43.jpeg,https://kingsspiceminimart.com.au/product/aaryas-palakkadan-matta-10kg/,kingsspice_export/images/aaryas-palakkadan-matta-10kg.jpeg
aaryas-ragi-kozhukatta-454g,AARYAS RAGI KOZHUKATTA 454G,$ 4.90,"Frozen Food , Frozen RTC Snacks",,,,https://kingsspiceminimart.com.au/wp-content/uploads/2026/01/download-3.jpg,https://kingsspiceminimart.com.au/product/aaryas-ragi-kozhukatta-454g/,kingsspice_export/images/aaryas-ragi-kozhukatta-454g.jpg
aaryas-rice-ada-200g,AARYAS RICE ADA 200G,$ 3.50,"Frozen Food , Processed/Preserved Vegetable & Fru",,,,https://kingsspiceminimart.com.au/wp-content/uploads/2026/01/download-4.jpg,https://kingsspiceminimart.com.au/product/aaryas-rice-ada-200g/,kingsspice_export/images/aaryas-rice-ada-200g.jpg
aaryas-ripe-banana-chips-400g,AARYAS RIPE BANANA CHIPS 400G,$ 7.90,"Frozen Food , Frozen RTC Snacks",,,,http://kingsspiceminimart.com.au/wp-content/uploads/2026/01/Untitled-design-11.png,https://kingsspiceminimart.com.au/product/aaryas-ripe-banana-chips-400g/,kingsspice_export/images/aaryas-ripe-banana-chips-400g.png
aaryas-sambar-mix-400g,AARYAS SAMBAR MIX 400G,$ 4.90,"Frozen Food , Processed/Preserved Vegetable & Fru",,,,https://kingsspiceminimart.com.au/wp-content/uploads/woocommerce-placeholder-600x600.webp,https://kingsspiceminimart.com.au/product/aaryas-sambar-mix-400g/,kingsspice_export/images/aaryas-sambar-mix-400g.webp
aaryas-semiya-payasam-mix-200g,AARYAS SEMIYA PAYASAM MIX 200G,$ 2.90,"Frozen Food , Frozen RTC Snacks",,,,http://kingsspiceminimart.com.au/wp-content/uploads/2026/01/Untitled-design-12.png,https://kingsspiceminimart.com.au/product/aaryas-semiya-payasam-mix-200g/,kingsspice_export/images/aaryas-semiya-payasam-mix-200g.png
aaryas-shallots-400g-2,AARYAS SHALLOTS 400G,$ 6.50,"Frozen Food , Processed/Preserved Vegetable & Fru",,,,http://kingsspiceminimart.com.au/wp-content/uploads/2026/01/Untitled-design-13.png,https://kingsspiceminimart.com.au/product/aaryas-shallots-400g-2/,kingsspice_export/images/aaryas-shallots-400g-2.png
aaryas-shallots-400g,AARYAS SHALLOTS 400G,$ 6.50,"Frozen Food , Processed/Preserved Vegetable & Fru",Aaryas,,,https://kingsspiceminimart.com.au/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-23-at-21.07.38.jpeg,https://kingsspiceminimart.com.au/product/aaryas-shallots-400g/,kingsspice_export/images/aaryas-shallots-400g.jpeg
aaryas-sliced-coconut-400g,AARYAS SLICED COCONUT 400G,$ 5.90,"Frozen Coconut , Frozen Food",,,,https://kingsspiceminimart.com.au/wp-content/uploads/2026/01/Untitled-design-14.png,https://kingsspiceminimart.com.au/product/aaryas-sliced-coconut-400g/,kingsspice_export/images/aaryas-sliced-coconut-400g.png
aaryas-special-hot-mixture-1000g,AARYAS SPECIAL HOT MIXTURE 1000G,$ 9.90,"Grocery , Snacks",,,,https://kingsspiceminimart.com.au/wp-content/uploads/2026/01/Untitled-design-15.png,https://kingsspiceminimart.com.au/product/aaryas-special-hot-mixture-1000g/,kingsspice_export/images/aaryas-special-hot-mixture-1000g.png
aaryas-sughiyan-350g,AARYAS SUGHIYAN 350G,$ 4.90,"Frozen Food , Frozen RTC Snacks",,,,http://kingsspiceminimart.com.au/wp-content/uploads/2026/01/SUGHIYAN.jpg,https://kingsspiceminimart.com.au/product/aaryas-sughiyan-350g/,kingsspice_export/images/aaryas-sughiyan-350g.jpg
aaryas-sweetna-1000g,AARYAS SWEETNA 1000G,$ 11.00,"Frozen Food , Frozen RTC Snacks",,,,https://kingsspiceminimart.com.au/wp-content/uploads/2026/01/SWEETNA.jpg,https://kingsspiceminimart.com.au/product/aaryas-sweetna-1000g/,kingsspice_export/images/aaryas-sweetna-1000g.jpg
aaryas-tapioca-chips-spicy-250g,AARYAS TAPIOCA CHIPS SPICY 250G,$ 5.70,"Frozen Food , Frozen RTC Snacks",,,,https://kingsspiceminimart.com.au/wp-content/uploads/2026/01/AAYAS-TAPIOCA-CHIPS-SPICY-250G.jpg,https://kingsspiceminimart.com.au/product/aaryas-tapioca-chips-spicy-250g/,kingsspice_export/images/aaryas-tapioca-chips-spicy-250g.jpg
aaryas-tapioca-drumcut-908g-2,AARYAS TAPIOCA DRUMCUT 908G,$ 4.90,"Grocery , Snacks",,,,https://kingsspiceminimart.com.au/wp-content/uploads/2026/01/Untitled-design-16.png,https://kingsspiceminimart.com.au/product/aaryas-tapioca-drumcut-908g-2/,kingsspice_export/images/aaryas-tapioca-drumcut-908g-2.png
aaryas-tapioca-drumcut-908g,AARYAS TAPIOCA DRUMCUT 908G,$ 4.90,"Frozen Food , Processed/Preserved Vegetable & Fru",Aaryas,,,https://kingsspiceminimart.com.au/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-23-at-21.08.47-7.jpeg,https://kingsspiceminimart.com.au/product/aaryas-tapioca-drumcut-908g/,kingsspice_export/images/aaryas-tapioca-drumcut-908g.jpeg
aaryas-tapioca-sliced-cassava-908g,AARYAS TAPIOCA SLICED CASSAVA 908G,$ 5.50,"Frozen Food , Frozen RTC Snacks",,,,http://kingsspiceminimart.com.au/wp-content/uploads/2026/01/Untitled-design-20.png,https://kingsspiceminimart.com.au/product/aaryas-tapioca-sliced-cassava-908g/,kingsspice_export/images/aaryas-tapioca-sliced-cassava-908g.png
aaryas-tapioca-sticks-plain-200g,AARYAS TAPIOCA STICKS PLAIN 200G,$ 2.50,"Frozen Food , Frozen RTC Snacks",,,,https://kingsspiceminimart.com.au/wp-content/uploads/2026/01/Untitled-design-21.png,https://kingsspiceminimart.com.au/product/aaryas-tapioca-sticks-plain-200g/,kingsspice_export/images/aaryas-tapioca-sticks-plain-200g.png
aaryas-tender-mango-pickle-400g,AARYAS TENDER MANGO PICKLE 400G,$ 4.20,"Grocery , meal accompaniments",Aaryas,,,http://kingsspiceminimart.com.au/wp-content/uploads/2025/12/WhatsApp-Image-2025-12-04-at-12.24.44-1.jpeg,https://kingsspiceminimart.com.au/product/aaryas-tender-mango-pickle-400g/,kingsspice_export/images/aaryas-tender-mango-pickle-400g.jpeg
